DivaNr;Color;Red;Green;Blue;PoltroniCode;ImgName;RotAngle;SizeX;SizeY;SizeZ
DIVA-594756-1-1533558649882;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-594756-1;DIVA-594756-1Start-1-34.jpg;340;2,3136;0,8080407;1,002737
DIVA-594756-1-1533558649882;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-594756-1;DIVA-594756-1Start-1-33.jpg;330;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-24.jpg;240;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-27.jpg;270;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-4.jpg;40;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-11.jpg;110;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-3.jpg;30;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-30.jpg;300;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-32.jpg;320;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-16.jpg;160;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-14.jpg;140;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-31.jpg;310;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-28.jpg;280;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-7.jpg;70;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-25.jpg;250;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-33.jpg;330;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-17.jpg;170;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-15.jpg;150;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-2.jpg;20;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-19.jpg;190;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-22.jpg;220;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-1.jpg;10;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-18.jpg;180;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-8.jpg;80;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-23.jpg;230;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-10.jpg;100;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-12.jpg;120;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-5.jpg;50;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-35.jpg;350;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-6.jpg;60;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-26.jpg;260;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-9.jpg;90;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-34.jpg;340;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-36.jpg;360;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-21.jpg;210;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-20.jpg;200;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-13.jpg;130;2,3136;0,8080407;1,002737
DIVA-890722-1-1533548641215;9D9E9C;0,61328125;0,6171875;0,609375;DIVA-890722-1;DIVA-890722-1Start-1-29.jpg;290;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-21.jpg;210;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-13.jpg;130;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-26.jpg;260;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-22.jpg;220;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-31.jpg;310;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-19.jpg;190;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-7.jpg;70;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-16.jpg;160;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-34.jpg;340;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-36.jpg;360;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-6.jpg;60;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-15.jpg;150;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-17.jpg;170;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-23.jpg;230;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-12.jpg;120;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-8.jpg;80;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-35.jpg;350;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-18.jpg;180;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-20.jpg;200;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-14.jpg;140;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-1.jpg;10;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-3.jpg;30;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-32.jpg;320;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-2.jpg;20;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-4.jpg;40;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-33.jpg;330;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-28.jpg;280;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-9.jpg;90;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-11.jpg;110;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-25.jpg;250;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-27.jpg;270;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-10.jpg;100;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-5.jpg;50;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-24.jpg;240;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-30.jpg;300;2,3136;0,8080407;1,002737
DIVA-132351-1-1533543667401;817F63;0,50390625;0,49609375;0,38671875;DIVA-132351-1;DIVA-132351-1Start-1-29.jpg;290;2,3136;0,8080407;1,002737
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-2.jpg;20;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-7.jpg;70;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-35.jpg;350;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-36.jpg;360;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-34.jpg;340;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-24.jpg;240;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-28.jpg;280;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-6.jpg;60;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-3.jpg;30;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-23.jpg;230;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-18.jpg;180;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-5.jpg;50;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-32.jpg;320;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-15.jpg;150;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-31.jpg;310;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-1.jpg;10;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-10.jpg;100;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-13.jpg;130;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-11.jpg;110;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-33.jpg;330;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-12.jpg;120;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-19.jpg;190;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-16.jpg;160;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-9.jpg;90;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-21.jpg;210;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-4.jpg;40;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-26.jpg;260;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-22.jpg;220;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-30.jpg;300;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-20.jpg;200;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-27.jpg;270;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-25.jpg;250;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-14.jpg;140;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-17.jpg;170;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-8.jpg;80;2,18;1,075434;1,99495
DIVA-635587-1-1538030096973;7F8279;0,49609375;0,5078125;0,47265625;DIVA-635587-1;DIVA-635587-1Start-1-29.jpg;290;2,18;1,075434;1,99495
DIVA-285660-1-1533650823010;ECECE7;0,921875;0,921875;0,90234375;DIVA-285660-1;DIVA-285660-1Start-1-14.jpg;140;2,3136;0,8080407;1,002737
DIVA-285660-1-1533650823010;ECECE7;0,921875;0,921875;0,90234375;DIVA-285660-1;DIVA-285660-1Start-1-20.jpg;200;2,3136;0,8080407;1,002737
DIVA-285660-1-1533650823010;ECECE7;0,921875;0,921875;0,90234375;DIVA-285660-1;DIVA-285660-1Start-1-34.jpg;340;2,3136;0,8080407;1,002737
DIVA-285660-1-1533650823010;ECECE7;0,921875;0,921875;0,90234375;DIVA-285660-1;DIVA-285660-1Start-1-12.jpg;120;2,3136;0,8080407;1,002737
DIVA-285660-1-1533650823010;ECECE7;0,921875;0,921875;0,90234375;DIVA-285660-1;DIVA-285660-1Start-1-18.jpg;180;2,3136;0,8080407;1,002737
DIVA-285660-1-1533650823010;ECECE7;0,921875;0,921875;0,90234375;DIVA-285660-1;DIVA-285660-1Start-1-26.jpg;260;2,3136;0,8080407;1,002737
DIVA-285660-1-1533650823010;ECECE7;0,921875;0,921875;0,90234375;DIVA-285660-1;DIVA-285660-1Start-1-8.jpg;80;2,3136;0,8080407;1,002737
DIVA-285660-1-1533650823010;ECECE7;0,921875;0,921875;0,90234375;DIVA-285660-1;DIVA-285660-1Start-1-32.jpg;320;2,3136;0,8080407;1,002737
DIVA-285660-1-1533650823010;ECECE7;0,921875;0,921875;0,90234375;DIVA-285660-1;DIVA-285660-1Start-1-16.jpg;160;2,3136;0,8080407;1,002737
DIVA-285660-1-1533650823010;ECECE7;0,921875;0,921875;0,90234375;DIVA-285660-1;DIVA-285660-1Start-1-25.jpg;250;2,3136;0,8080407;1,002737
DIVA-285660-1-1533650823010;ECECE7;0,921875;0,921875;0,90234375;DIVA-285660-1;DIVA-285660-1Start-1-21.jpg;210;2,3136;0,8080407;1,002737
DIVA-285660-1-1533650823010;ECECE7;0,921875;0,921875;0,90234375;DIVA-285660-1;DIVA-285660-1Start-1-17.jpg;170;2,3136;0,8080407;1,002737
DIVA-285660-1-1533650823010;ECECE7;0,921875;0,921875;0,90234375;DIVA-285660-1;DIVA-285660-1Start-1-27.jpg;270;2,3136;0,8080407;1,002737
DIVA-285660-1-1533650823010;ECECE7;0,921875;0,921875;0,90234375;DIVA-285660-1;DIVA-285660-1Start-1-5.jpg;50;2,3136;0,8080407;1,002737
DIVA-285660-1-1533650823010;ECECE7;0,921875;0,921875;0,90234375;DIVA-285660-1;DIVA-285660-1Start-1-3.jpg;30;2,3136;0,8080407;1,002737
DIVA-285660-1-1533650823010;ECECE7;0,921875;0,921875;0,90234375;DIVA-285660-1;DIVA-285660-1Start-1-2.jpg;20;2,3136;0,8080407;1,002737
